Price,Address,City,Beds,Baths,Square Feet
"$ 1,600,000","34 Bower Lane, Ladera Ranch, CA 92694",Ladera Ranch,4 bds,3 ba,2825 sqft
"$ 985,000","2407 Deerpark Drive, Fullerton, CA 92835",Fullerton,3 bds,2 ba,1512 sqft
"$ 1,750,000","1950 Upper Rim Rock Rd, Laguna Beach, CA 92651",Laguna Beach,N/A,N/A,N/A
"$ 1,749,000","2952 Java Road, Costa Mesa, CA 92626",Costa Mesa,3 bds,3 ba,2088 sqft
"$ 559,000","5045 Twilight Canyon Road # 33f, Yorba Linda, CA 92887",Yorba Linda,2 bds,2 ba,1252 sqft
"$ 1,250,000","615 Jensen Place, Placentia, CA 92870",Placentia,3 bds,3 ba,1766 sqft
"$ 1,988,888","110 Montero, Irvine, CA 92618",Irvine,3 bds,3 ba,1890 sqft
"$ 995,000","10582 Geraldine Road, Garden Grove, CA 92840",Garden Grove,4 bds,3 ba,2129 sqft
"$ 1,985,000","213 Avenida Lobeiro, San Clemente, CA 92672",San Clemente,2 bds,1 bath,2583 sqft
"$ 2,298,888","52 Lupari, Irvine, CA 92618",Irvine,4 bds,3 ba,2075 sqft
"$ 839,999","27172 Calle Caballero # A, San Juan Capistrano, CA 92675",San Juan Capistrano,3 bds,2 ba,1680 sqft
"$ 1,440,000","11280 Twinspan Avenue, Fountain Valley, CA 92708",Fountain Valley,4 bds,3 ba,2184 sqft
